facility_name,location_type,restroom_type,restroom_latitude,restroom_longitude,restroom_location,restroom_open,restroom_accessibility,restroom_changing_stations,restroom_status
East River Park Zone 3,Park,,40.715899,-73.975189,"c(-73.975189, 40.715899)",Unknown,Unknown,0,0
Passerelle Building,Park,,40.751662,-73.843252,"c(-73.843252, 40.751662)",Year Round,Unknown,0,1
The High Line Zone 1,Park,,40.743643,-74.006873,"c(-74.006873, 40.743643)",Year Round,Unknown,0,1
Corporal Thompson Playground,Park,Multi-Stall W/M Restrooms,40.638516,-74.117934,"c(-74.117934, 40.638516)",Year Round,Fully Accessible,0,1
"Bushwick Library, BPL",Library,Single-Stall All Gender Restroom(s),40.704567,-73.93962,"c(-73.93962, 40.704567)",Year Round,Fully Accessible,1,1
Rienzi Playground,Park,Multi-Stall W/M Restrooms,40.887635,-73.858784,"c(-73.858784, 40.887635)",Year Round,Fully Accessible,0,1
55 East 52nd Street POPS,Privately Owned Public Space,Single-Stall All Gender Restroom(s),40.759132,-73.973672,"c(-73.973672, 40.759132)",Year Round,Partially Accessible,0,1
"Ottendorfer Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.728915,-73.987744,"c(-73.987744, 40.728915)",Year Round,Not Accessible,1,1
South Beach Zone 2,Park,Multi-Stall W/M Restrooms,40.588862,-74.066755,"c(-74.066755, 40.588862)",Seasonal,Fully Accessible,0,1
Grand Central (Metro North) LIRR Restroom,Transit,,40.751816,-73.976715,"c(-73.976715, 40.751816)",Year Round,Unknown,0,1
St. Catherine's Park,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.76531,-73.958579,"c(-73.958579, 40.76531)",Year Round,Fully Accessible,0,1
Fort Greene Playground,Park,Multi-Stall W/M Restrooms,40.692339,-73.977224,"c(-73.977224, 40.692339)",Year Round,Fully Accessible,0,1
Major Deegan So. Gas Station,Park,,40.894936,-73.88258,"c(-73.88258, 40.894936)",Year Round,Unknown,0,1
Haffen Park Playground,Park,Multi-Stall W/M Restrooms,40.873542,-73.839305,"c(-73.839305, 40.873542)",Year Round,Fully Accessible,0,1
Equity Playground,Park,Multi-Stall W/M Restrooms,40.691385,-73.853623,"c(-73.853623, 40.691385)",Year Round,Fully Accessible,0,1
Morningside Park Zone 1,Park,Multi-Stall W/M Restrooms,40.802468,-73.959038,"c(-73.959038, 40.802468)",Unknown,Not Accessible,0,0
"Stapleton Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.626265,-74.077865,"c(-74.077865, 40.626265)",Year Round,Fully Accessible,1,1
"Brower Park Library, BPL",Library,Single-Stall All Gender Restroom(s),40.675379,-73.948568,"c(-73.948568, 40.675379)",Year Round,Fully Accessible,1,1
Carmansville Playground,Park,Multi-Stall W/M Restrooms,40.829156,-73.944308,"c(-73.944308, 40.829156)",Year Round,Fully Accessible,0,1
South Beach Zone 1,Park,Multi-Stall W/M Restrooms,40.592406,-74.063578,"c(-74.063578, 40.592406)",Year Round,Fully Accessible,0,1
825 Eighth Avenue POPS,Privately Owned Public Space,Single-Stall All Gender Restroom(s),40.762238,-73.986944,"c(-73.986944, 40.762238)",Year Round,Fully Accessible,0,1
Brevoort Playground,Park,Multi-Stall W/M Restrooms,40.680681,-73.922699,"c(-73.922699, 40.680681)",Year Round,Partially Accessible,0,1
"Arlington Library, BPL",Library,Single-Stall All Gender Restroom(s),40.680698,-73.887239,"c(-73.887239, 40.680698)",Year Round,Fully Accessible,1,1
Rockaway Beach 04c,Park,Multi-Stall W/M Restrooms,40.587522,-73.795711,"c(-73.795711, 40.587522)",Seasonal,Partially Accessible,0,1
"Forest Hills Library, QPL",Library,Single-Stall All Gender Restroom(s),40.722155,-73.843016,"c(-73.843016, 40.722155)",Year Round,Unknown,1,1
Margaret I. Carman Green - Weeping Beech,Park,Multi-Stall W/M Restrooms,40.763499,-73.824741,"c(-73.824741, 40.763499)",Seasonal,Not Accessible,0,1
Nicholas Naquan Heyward Jr. Park,Park,Multi-Stall W/M Restrooms,40.684691,-73.987809,"c(-73.987809, 40.684691)",Year Round,Not Accessible,0,1
"Brooklyn Central Library, BPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.672352,-73.968226,"c(-73.968226, 40.672352)",Year Round,Fully Accessible,1,1
Aqueduct Walk Zone 2,Park,Multi-Stall W/M Restrooms,40.858411,-73.907994,"c(-73.907994, 40.858411)",Year Round,Fully Accessible,0,1
Paerdegat Basin Marina 3,Park,,40.62724,-73.904659,"c(-73.904659, 40.62724)",Year Round,Unknown,0,0
Maurice A. FitzGerald Playground,Park,Multi-Stall W/M Restrooms,40.690257,-73.839503,"c(-73.839503, 40.690257)",Year Round,Fully Accessible,0,1
Osborn Playground,Park,Multi-Stall W/M Restrooms,40.656092,-73.906153,"c(-73.906153, 40.656092)",Unknown,Fully Accessible,0,0
Allerton Playground,Park,Multi-Stall W/M Restrooms,40.865665,-73.850539,"c(-73.850539, 40.865665)",Year Round,Fully Accessible,0,1
General Hart Playground,Park,Multi-Stall W/M Restrooms,40.748786,-73.897234,"c(-73.897234, 40.748786)",Seasonal,Fully Accessible,0,1
East Parade Grounds,Park,Multi-Stall W/M Restrooms,40.651895,-73.965719000000007,"c(-73.965719, 40.651895)",Year Round,Not Accessible,0,1
Augustus St. Gaudens Playground,Park,Multi-Stall W/M Restrooms,40.735641,-73.982059,"c(-73.982059, 40.735641)",Year Round,Partially Accessible,0,1
"Richmond Hill Library, QPL",Library,Single-Stall All Gender Restroom(s),40.700806,-73.831644,"c(-73.831644, 40.700806)",Year Round,Unknown,1,1
Shore Road Park Zone 5,Park,Multi-Stall W/M Restrooms,40.616198,-74.039478,"c(-74.039478, 40.616198)",Seasonal,Fully Accessible,0,1
Maple Playground,Park,Multi-Stall W/M Restrooms,40.755964,-73.826086,"c(-73.826086, 40.755964)",Year Round,Fully Accessible,0,1
Ampere Playground,Park,Multi-Stall W/M Restrooms,40.681435,-73.85678,"c(-73.85678, 40.681435)",Year Round,Fully Accessible,0,1
Abe Stark,Park,,40.573053,-73.985895,"c(-73.985895, 40.573053)",Seasonal,Unknown,0,1
"Melrose Library, NYPL",Library,,40.826593,-73.917585,"c(-73.917585, 40.826593)",Future,Unknown,0,0
Grove Hill Playground,Park,Multi-Stall W/M Restrooms,40.819936,-73.908532,"c(-73.908532, 40.819936)",Year Round,Fully Accessible,0,1
Monsignor Kett Playground,Park,Multi-Stall W/M Restrooms,40.862642,-73.920891,"c(-73.920891, 40.862642)",Unknown,Not Accessible,0,0
Hudson River Park Pier 84,Park,,40.763121,-74.000654,"c(-74.000654, 40.763121)",Year Round,Fully Accessible,0,1
Galapo Playground,Park,Multi-Stall W/M Restrooms,40.5979,-73.946754,"c(-73.946754, 40.5979)",Year Round,Not Accessible,0,1
Pink Playground,Park,Multi-Stall W/M Restrooms,40.666498,-73.862512,"c(-73.862512, 40.666498)",Seasonal,Fully Accessible,0,1
"Center for Brooklyn History, BPL",Library,Single-Stall All Gender Restroom(s),40.694811,-73.992406,"c(-73.992406, 40.694811)",Year Round,Fully Accessible,1,1
Bryant Park,Park,Multi-Stall W/M Restrooms,40.754039,-73.982655,"c(-73.982655, 40.754039)",Year Round,Unknown,0,1
Marine Park Golf Course,Park,,40.599348,-73.912962,"c(-73.912962, 40.599348)",Year Round,Unknown,0,0
Rosewood Playground,Park,Multi-Stall W/M Restrooms,40.872979,-73.871143,"c(-73.871143, 40.872979)",Year Round,Fully Accessible,0,1
"City Island Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.8477,-73.786368,"c(-73.786368, 40.8477)",Year Round,Fully Accessible,1,1
MacNeil Playground,Park,Multi-Stall W/M Restrooms,40.793522,-73.851378,"c(-73.851378, 40.793522)",Year Round,Fully Accessible,0,1
Vidalia Park,Park,Multi-Stall W/M Restrooms,40.844079,-73.881429,"c(-73.881429, 40.844079)",Seasonal,Fully Accessible,0,1
Albert J. Parham Playground,Park,Multi-Stall W/M Restrooms,40.690233,-73.970509,"c(-73.970509, 40.690233)",Year Round,Fully Accessible,0,1
Hester St Playground,Park,Multi-Stall W/M Restrooms,40.716728,-73.994082,"c(-73.994082, 40.716728)",Year Round,Fully Accessible,0,1
"Mosholu Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.874388,-73.878386,"c(-73.878386, 40.874388)",Year Round,Fully Accessible,0,1
Astoria Park Zone 1,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.77593,-73.925181,"c(-73.925181, 40.77593)",Seasonal,Fully Accessible,0,1
St. Nicholas Park,Park,Multi-Stall W/M Restrooms,40.813711,-73.950928,"c(-73.950928, 40.813711)",Year Round,Not Accessible,0,1
Virginia Principe Playground,Park,Multi-Stall W/M Restrooms,40.727226,-73.904336,"c(-73.904336, 40.727226)",Year Round,Not Accessible,0,1
Walker Park,Park,Multi-Stall W/M Restrooms,40.643726,-74.108829,"c(-74.108829, 40.643726)",Year Round,Not Accessible,0,1
Oracle Playground,Park,Multi-Stall W/M Restrooms,40.693786,-73.971605,"c(-73.971605, 40.693786)",Year Round,Not Accessible,0,1
McGuire Fields,Park,,40.618582,-73.898792,"c(-73.898792, 40.618582)",Year Round,Unknown,0,1
Louis Armstrong Playground,Park,Multi-Stall W/M Restrooms,40.754938,-73.855156,"c(-73.855156, 40.754938)",Seasonal,Not Accessible,0,1
Lopez Playground,Park,Multi-Stall W/M Restrooms,40.61127,-74.085,"c(-74.085, 40.61127)",Year Round,Fully Accessible,0,1
"Grand Concourse Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.84401,-73.910089,"c(-73.910089, 40.84401)",Year Round,Fully Accessible,0,1
Claremont Park Zone 1,Park,Multi-Stall W/M Restrooms,40.841506,-73.906836,"c(-73.906836, 40.841506)",Year Round,Fully Accessible,0,1
East River Park Zone 5,Park,Multi-Stall W/M Restrooms,40.721796,-73.974048,"c(-73.974048, 40.721796)",Year Round,Not Accessible,0,1
Hunts Point Playground,Park,Multi-Stall W/M Restrooms,40.814277,-73.88589,"c(-73.88589, 40.814277)",Year Round,Fully Accessible,0,1
Orchard Beach Pavilion,Park,,40.86627,-73.794699,"c(-73.794699, 40.86627)",Seasonal,Unknown,0,1
Bellerose Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.732855,-73.717682,"c(-73.717682, 40.732855)",Seasonal,Fully Accessible,0,1
Greenpoint Playground,Park,Multi-Stall W/M Restrooms,40.735646,-73.959285,"c(-73.959285, 40.735646)",Year Round,Fully Accessible,0,1
Queensbridge Park,Park,Multi-Stall W/M Restrooms,40.755099,-73.949561,"c(-73.949561, 40.755099)",Seasonal,Not Accessible,0,1
Hutchinson River Prkwy Snack,Park,,40.836286,-73.83897,"c(-73.83897, 40.836286)",Year Round,Unknown,0,1
Brooklyn Bridge Park Pier 6 - Quay Tower,Park,,40.692827,-74.000721,"c(-74.000721, 40.692827)",Year Round,Fully Accessible,0,1
Laurelton Parkway West Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.685005,-73.726978,"c(-73.726978, 40.685005)",Year Round,Fully Accessible,0,1
"Andrew Heiskell Braille and Talking Book Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.740474,-73.993358,"c(-73.993358, 40.740474)",Year Round,Fully Accessible,0,1
Challenge Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.756911,-73.728131,"c(-73.728131, 40.756911)",Seasonal,Fully Accessible,0,1
La Tourette Golf Course,Park,,40.577587,-74.149616,"c(-74.149616, 40.577587)",Year Round,Unknown,0,0
Green Central Knoll,Park,Multi-Stall W/M Restrooms,40.70212,-73.933504,"c(-73.933504, 40.70212)",Year Round,Fully Accessible,0,1
"McKinley Park Library, BPL",Library,Single-Stall All Gender Restroom(s),40.629196,-74.011839,"c(-74.011839, 40.629196)",Year Round,Fully Accessible,1,1
"Flushing Library, QPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.757782,-73.828886,"c(-73.828886, 40.757782)",Year Round,Unknown,1,1
Anne Loftus Playground,Park,Multi-Stall W/M Restrooms,40.86512,-73.929484,"c(-73.929484, 40.86512)",Year Round,Not Accessible,0,1
Travers Park,Park,Multi-Stall W/M Restrooms,40.754374,-73.889478,"c(-73.889478, 40.754374)",Year Round,Not Accessible,0,1
McCarren Park Zone 3,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.722025,-73.951842,"c(-73.951842, 40.722025)",Year Round,Fully Accessible,0,1
"East Flushing Library, QPL",Library,Single-Stall All Gender Restroom(s),40.757554,-73.784304,"c(-73.784304, 40.757554)",Year Round,Unknown,1,1
Allen Street Malls,Park,,40.719552,-73.990206,"c(-73.990206, 40.719552)",Unknown,Unknown,0,0
"George Bruce Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.813777,-73.957055,"c(-73.957055, 40.813777)",Year Round,Fully Accessible,0,1
Seth Low Playground/ Bealin Square,Park,Multi-Stall W/M Restrooms,40.608262,-73.986506,"c(-73.986506, 40.608262)",Year Round,Fully Accessible,0,1
Howard Bennett Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.813698,-73.938957,"c(-73.938957, 40.813698)",Year Round,Fully Accessible,0,1
"Cypress Hills Library, BPL",Library,Single-Stall All Gender Restroom(s),40.672716,-73.874036,"c(-73.874036, 40.672716)",Year Round,Fully Accessible,1,1
Red Hook Park Zone 3,Park,Multi-Stall W/M Restrooms,40.67277,-74.007817,"c(-74.007817, 40.67277)",Year Round,Fully Accessible,0,1
"Aguilar Library, NYPL",Library,,40.794223,-73.94346,"c(-73.94346, 40.794223)",Future,Unknown,0,0
Woodlawn Playground,Park,Multi-Stall W/M Restrooms,40.899927,-73.87225,"c(-73.87225, 40.899927)",Year Round,Fully Accessible,0,1
Lemon Creek Park Marina,Park,,40.515281,-74.20115,"c(-74.20115, 40.515281)",Year Round,Unknown,0,1
Lieutenant John H. Martinson Playground,Park,Multi-Stall W/M Restrooms,40.537194,-74.162407,"c(-74.162407, 40.537194)",Year Round,Fully Accessible,0,1
"Yorkville Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.773664,-73.956374,"c(-73.956374, 40.773664)",Year Round,Not Accessible,0,1
Audubon Playground,Park,Multi-Stall W/M Restrooms,40.841674,-73.937926,"c(-73.937926, 40.841674)",Year Round,Fully Accessible,0,1
Macombs Dam Park Zone 1 Upper,Park,Multi-Stall W/M Restrooms,40.828376,-73.929751,"c(-73.929751, 40.828376)",Year Round,Fully Accessible,0,1
"South Hollis Library, QPL",Library,Single-Stall All Gender Restroom(s),40.707012,-73.753799,"c(-73.753799, 40.707012)",Year Round,Unknown,1,1
"Clason's Point Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.830001,-73.875022,"c(-73.875022, 40.830001)",Year Round,Fully Accessible,1,1
Yolanda García Park,Park,Multi-Stall W/M Restrooms,40.822886,-73.913911,"c(-73.913911, 40.822886)",Year Round,Fully Accessible,0,1
Century Playground,Park,Multi-Stall W/M Restrooms,40.577018,-73.970246,"c(-73.970246, 40.577018)",Year Round,Not Accessible,0,1
Park,Park,,40.730899,-73.925415,"c(-73.925415, 40.730899)",Year Round,Unknown,0,1
Bethesda Terrace,Park,Multi-Stall W/M Restrooms,40.773519,-73.971149,"c(-73.971149, 40.773519)",Seasonal,Not Accessible,0,1
Telephone Playground,Park,Multi-Stall W/M Restrooms,40.738603,-73.756571,"c(-73.756571, 40.738603)",Year Round,Fully Accessible,0,1
Alley Athletic Playground,Park,Multi-Stall W/M Restrooms,40.739995,-73.734204,"c(-73.734204, 40.739995)",Year Round,Not Accessible,0,1
St Mary's Playground West,Park,Multi-Stall W/M Restrooms,40.81286,-73.913424,"c(-73.913424, 40.81286)",Year Round,Fully Accessible,0,1
Macombs Dam Park Zone 2 Lower,Park,Multi-Stall W/M Restrooms,40.827497,-73.928379,"c(-73.928379, 40.827497)",Year Round,Fully Accessible,0,1
Railroad Park,Park,,40.824933,-73.915592,"c(-73.915592, 40.824933)",Unknown,Unknown,0,0
Jesse Owens Playground,Park,Multi-Stall W/M Restrooms,40.691638,-73.932459,"c(-73.932459, 40.691638)",Year Round,Fully Accessible,0,1
Fred Samuel Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.817353,-73.939034,"c(-73.939034, 40.817353)",Seasonal,Fully Accessible,0,1
Evelina Antonetty Playground,Park,,40.817275,-73.928439,"c(-73.928439, 40.817275)",Year Round,Unknown,0,1
Hudson River Park Pier 51,Park,,40.737997,-74.010384,"c(-74.010384, 40.737997)",Year Round,Fully Accessible,0,1
Bathgate Playground,Park,,40.840512,-73.897758,"c(-73.897758, 40.840512)",Year Round,Unknown,0,1
Detective William T. Gunn Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.732288,-73.731697,"c(-73.731697, 40.732288)",Seasonal,Fully Accessible,0,1
Calvert Vaux Park Zone 2,Park,Multi-Stall W/M Restrooms,40.58528,-73.992002,"c(-73.992002, 40.58528)",Year Round,Fully Accessible,0,1
Moynihan Connector,Park,,40.752417,-73.99929,"c(-73.99929, 40.752417)",Year Round,Unknown,0,1
Tavern On The Green,Park,,40.772206,-73.977781,"c(-73.977781, 40.772206)",Year Round,Unknown,0,1
Washington Square Park Western Half,Park,Multi-Stall W/M Restrooms,40.73075,-73.998309,"c(-73.998309, 40.73075)",Year Round,Partially Accessible,0,1
Police Officer Nicholas Demutiis Park,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.681843,-73.839676,"c(-73.839676, 40.681843)",Year Round,Fully Accessible,0,1
Willis Playground,Park,Multi-Stall W/M Restrooms,40.811357,-73.922689,"c(-73.922689, 40.811357)",Year Round,Fully Accessible,0,1
Montbellier Park,Park,Multi-Stall W/M Restrooms,40.67402,-73.756407,"c(-73.756407, 40.67402)",Seasonal,Fully Accessible,0,1
Playground For All Children,Park,Multi-Stall W/M Restrooms,40.848472,-73.825274,"c(-73.825274, 40.848472)",Year Round,Fully Accessible,0,1
"Roosevelt Island Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.762333,-73.949446,"c(-73.949446, 40.762333)",Year Round,Fully Accessible,1,1
"Gravesend Library, BPL",Library,Single-Stall All Gender Restroom(s),40.590553,-73.97181,"c(-73.97181, 40.590553)",Year Round,Fully Accessible,1,1
South Rochdale Playground,Park,Multi-Stall W/M Restrooms,40.67405,-73.768934,"c(-73.768934, 40.67405)",Unknown,Not Accessible,0,0
Van Cortlandt Golf Course,Park,,40.896614,-73.887601,"c(-73.887601, 40.896614)",Year Round,Unknown,0,0
Corona Plaza APT,Public Plaza,Single-Stall All Gender Restroom(s),40.74965,-73.862638,"c(-73.862638, 40.74965)",Year Round,Fully Accessible,0,1
Bensonhurst Park,Park,Multi-Stall W/M Restrooms,40.597869,-74.000003,"c(-74.000003, 40.597869)",Year Round,Partially Accessible,0,1
Inwood Hill Park Zone 1,Park,Multi-Stall W/M Restrooms,40.870299,-73.921423,"c(-73.921423, 40.870299)",Year Round,Not Accessible,0,1
"Mill Basin Library, BPL",Library,Single-Stall All Gender Restroom(s),40.619877,-73.917023,"c(-73.917023, 40.619877)",Year Round,Fully Accessible,1,1
Claremont Park,Park,Multi-Stall W/M Restrooms,40.814887,-73.962247,"c(-73.962247, 40.814887)",Seasonal,Not Accessible,0,1
Kolbert Playground,Park,Multi-Stall W/M Restrooms,40.620351,-73.958039,"c(-73.958039, 40.620351)",Year Round,Not Accessible,0,1
"Bayside Library, QPL",Library,Single-Stall All Gender Restroom(s),40.760134,-73.768363,"c(-73.768363, 40.760134)",Year Round,Unknown,1,1
Delphin H. Greene Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.684651,-73.728665,"c(-73.728665, 40.684651)",Year Round,Fully Accessible,0,1
The Bandshell,Park,Multi-Stall W/M Restrooms,40.698876,-73.858494,"c(-73.858494, 40.698876)",Seasonal,Fully Accessible,0,1
Lincoln Road Playground,Park,Multi-Stall W/M Restrooms,40.660477,-73.9636,"c(-73.9636, 40.660477)",Year Round,Not Accessible,0,1
"Hudson Park Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.729991,-74.005332,"c(-74.005332, 40.729991)",Year Round,Not Accessible,1,1
"Stone Avenue Library, BPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.664508,-73.905251,"c(-73.905251, 40.664508)",Year Round,Fully Accessible,1,1
Electric Playground,Park,Multi-Stall W/M Restrooms,40.735772,-73.80542,"c(-73.80542, 40.735772)",Year Round,Not Accessible,0,1
The Big Park,Park,Multi-Stall W/M Restrooms,40.630958,-74.165052,"c(-74.165052, 40.630958)",Year Round,Fully Accessible,0,1
"Huguenot Park Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.534087,-74.19323,"c(-74.19323, 40.534087)",Year Round,Fully Accessible,1,1
Rudd Playground State Park,Park,Multi-Stall W/M Restrooms,40.683317,-73.904976,"c(-73.904976, 40.683317)",Seasonal,Not Accessible,0,1
Richman (Echo) Park,Park,Multi-Stall W/M Restrooms,40.849578,-73.902072,"c(-73.902072, 40.849578)",Year Round,Fully Accessible,0,1
MacArthur Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.752407,-73.965036,"c(-73.965036, 40.752407)",Year Round,Fully Accessible,0,1
"Parkchester Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.833789,-73.858351,"c(-73.858351, 40.833789)",Year Round,Fully Accessible,1,1
Van Cortlandt Stables Area,Park,Multi-Stall W/M Restrooms,40.900927,-73.892657,"c(-73.892657, 40.900927)",Year Round,Fully Accessible,0,1
"Rosedale Library, QPL",Library,Single-Stall All Gender Restroom(s),40.659972,-73.739912,"c(-73.739912, 40.659972)",Year Round,Unknown,1,1
Matthews Muliner Playground,Park,Multi-Stall W/M Restrooms,40.846939,-73.861512,"c(-73.861512, 40.846939)",Year Round,Fully Accessible,0,1
Roy Wilkins Rec Center Zone 2A,Park,Multi-Stall W/M Restrooms,40.687662,-73.772534,"c(-73.772534, 40.687662)",Year Round,Not Accessible,0,1
"Clarendon Library, BPL",Library,,40.635748,-73.947636,"c(-73.947636, 40.635748)",Year Round,Unknown,0,0
Hattie Carthan Playground,Park,Multi-Stall W/M Restrooms,40.685617,-73.946383,"c(-73.946383, 40.685617)",Year Round,Not Accessible,0,1
Alley Pond Indoor Tennis,Park,,40.739347,-73.735835,"c(-73.735835, 40.739347)",Year Round,Unknown,0,1
"Woodlawn Heights Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.900448,-73.867943,"c(-73.867943, 40.900448)",Year Round,Fully Accessible,0,1
Heckscher Playground,Park,Multi-Stall W/M Restrooms,40.695101,-73.91863,"c(-73.91863, 40.695101)",Year Round,Fully Accessible,0,1
Frawleys' Run,Park,Multi-Stall W/M Restrooms,40.797071,-73.951458,"c(-73.951458, 40.797071)",Year Round,Fully Accessible,0,1
McCarren Park Zone 1,Park,,40.720771,-73.950071,"c(-73.950071, 40.720771)",Year Round,Unknown,0,1
Susan Smith McKinney Steward Park,Park,Multi-Stall W/M Restrooms,40.700773,-73.985472,"c(-73.985472, 40.700773)",Year Round,Not Accessible,0,1
Newport Playground,Park,Multi-Stall W/M Restrooms,40.660939,-73.906868,"c(-73.906868, 40.660939)",Year Round,Fully Accessible,0,1
Brookville Park Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.662186,-73.742205,"c(-73.742205, 40.662186)",Year Round,Fully Accessible,0,1
Mott Playground,Park,Multi-Stall W/M Restrooms,40.831269,-73.914754,"c(-73.914754, 40.831269)",Year Round,Fully Accessible,0,1
Sheep Meadow,Park,Multi-Stall W/M Restrooms,40.773046,-73.974392,"c(-73.974392, 40.773046)",Year Round,Fully Accessible,0,1
Caserta Playground,Park,Multi-Stall W/M Restrooms,40.837492,-73.853834,"c(-73.853834, 40.837492)",Year Round,Fully Accessible,0,1
Marc And Jason's Playground,Park,Multi-Stall W/M Restrooms,40.66349,-73.949905,"c(-73.949905, 40.66349)",Year Round,Not Accessible,0,1
Hunter Island Picnic Area,Park,Multi-Stall W/M Restrooms,40.869853,-73.790388,"c(-73.790388, 40.869853)",Seasonal,Fully Accessible,0,1
Pfc Norton Playground,Park,Multi-Stall W/M Restrooms,40.614571,-73.944785,"c(-73.944785, 40.614571)",Year Round,Fully Accessible,0,1
L/CPL Thomas P. Noonan Jr. Playground,Park,Multi-Stall W/M Restrooms,40.741077,-73.922385,"c(-73.922385, 40.741077)",Year Round,Not Accessible,0,1
"Midwood Library, BPL",Library,Single-Stall All Gender Restroom(s),40.625902,-73.960316,"c(-73.960316, 40.625902)",Year Round,Partially Accessible,1,1
Bushwick Playground,Park,Multi-Stall W/M Restrooms,40.69608,-73.911967,"c(-73.911967, 40.69608)",Year Round,Fully Accessible,0,1
Wolfe's Pond Park Zone 2,Park,Multi-Stall W/M Restrooms,40.516144,-74.189416,"c(-74.189416, 40.516144)",Seasonal,Fully Accessible,0,1
Flushing Meadows Grand Bay,Park,,40.761118,-73.857545,"c(-73.857545, 40.761118)",Year Round,Unknown,0,1
Washington Park,Park,,40.672998,-73.984618,"c(-73.984618, 40.672998)",Year Round,Unknown,0,1
East Springfield Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.698689,-73.739928,"c(-73.739928, 40.698689)",Year Round,Fully Accessible,0,1
Baisley Pond Park Zone 1,Park,Multi-Stall W/M Restrooms,40.681399,-73.787225,"c(-73.787225, 40.681399)",Year Round,Not Accessible,0,1
180 Maiden Lane POPS,Privately Owned Public Space,Single-Stall All Gender Restroom(s),40.705277,-74.005516,"c(-74.005516, 40.705277)",Year Round,Fully Accessible,0,1
Belvedere Castle,Park,Multi-Stall W/M Restrooms,40.780427,-73.969136,"c(-73.969136, 40.780427)",Year Round,Fully Accessible,0,1
Randall's Island Stadium Area,Park,,40.792889,-73.924708999999993,"c(-73.924709, 40.792889)",Year Round,Unknown,0,1
De Matti Park,Park,Multi-Stall W/M Restrooms,40.614748,-74.07392,"c(-74.07392, 40.614748)",Year Round,Fully Accessible,0,1
Coney Island Beach Zone 7c,Park,Multi-Stall W/M Restrooms,40.571763,-73.998785,"c(-73.998785, 40.571763)",Seasonal,Fully Accessible,0,1
Jennifer's Playground,Park,Multi-Stall W/M Restrooms,40.620343,-74.163512,"c(-74.163512, 40.620343)",Year Round,Fully Accessible,0,1
Roebling Playground,Park,Multi-Stall W/M Restrooms,40.70611,-73.962367,"c(-73.962367, 40.70611)",Seasonal,Fully Accessible,0,1
Harvey Playground,Park,Multi-Stall W/M Restrooms,40.782898,-73.823577,"c(-73.823577, 40.782898)",Seasonal,Not Accessible,0,1
"Inwood Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.866961,-73.924338,"c(-73.924338, 40.866961)",Future,Fully Accessible,0,0
Randall Playground,Park,Multi-Stall W/M Restrooms,40.819271,-73.849747,"c(-73.849747, 40.819271)",Year Round,Fully Accessible,0,1
Glenwood Playground,Park,Multi-Stall W/M Restrooms,40.636661,-73.920089,"c(-73.920089, 40.636661)",Year Round,Fully Accessible,0,1
Barretto Point Park,Park,Multi-Stall W/M Restrooms,40.805908,-73.888623,"c(-73.888623, 40.805908)",Year Round,Fully Accessible,0,1
Beach 59th St. Playground,Park,Multi-Stall W/M Restrooms,40.588896,-73.789057,"c(-73.789057, 40.588896)",Year Round,Fully Accessible,0,1
"Sheepshead Bay Library, BPL",Library,Multi-Stall W/M Restrooms,40.587022,-73.955375,"c(-73.955375, 40.587022)",Year Round,Partially Accessible,0,1
"Hillcrest Library, QPL",Library,,40.729263,-73.781921,"c(-73.781921, 40.729263)",Year Round,Unknown,0,0
Marcus Garvey Park Zone 1,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.804613,-73.944797,"c(-73.944797, 40.804613)",Year Round,Fully Accessible,0,1
